,coint pv
3865 JT & 5631 JT,0.00263327225651281
3865 JT & 5703 JT,0.01215720709648705
3865 JT & 5706 JT,0.011121519718474249
3865 JT & 5707 JT,0.02133851840669933
3865 JT & 5711 JT,0.04138778927072864
3865 JT & 5713 JT,0.0016184835183471267
3865 JT & 5714 JT,0.011027178909249936
3865 JT & 5715 JT,0.031242508275380835
3865 JT & 5801 JT,0.04513423309928478
3865 JT & 5802 JT,0.02101193045669091
3865 JT & 5803 JT,0.013798222330424206
3865 JT & 5901 JT,0.046768263537033596
3865 JT & 6103 JT,0.011907858007516828
3865 JT & 6113 JT,0.010915030464818256
3865 JT & 6301 JT,0.041531056650525526
3865 JT & 6302 JT,0.011452973291890326
3865 JT & 6305 JT,0.029956131497821066
3865 JT & 6326 JT,0.02287775942862458
3865 JT & 6361 JT,0.036384823776964344
3865 JT & 6366 JT,0.04957703689364963
3865 JT & 6367 JT,0.0036444985362304246
3865 JT & 6471 JT,0.01162217175384719
3865 JT & 6472 JT,0.01351395280681161
3865 JT & 6473 JT,0.0014802930506588891
3865 JT & 6479 JT,0.0010356558654964195
3865 JT & 6501 JT,0.007097036261268473
3865 JT & 6502 JT,0.03410497238584761
3865 JT & 6503 JT,0.008423146061757602
3865 JT & 6504 JT,0.0108809107515805
3865 JT & 6506 JT,0.01816231691707559
3865 JT & 6508 JT,0.028411320609151917
3865 JT & 6674 JT,0.023409858097867838
3865 JT & 6701 JT,0.013512248020897337
3865 JT & 6702 JT,0.003943126056396738
3865 JT & 6703 JT,0.01914837398984078
3865 JT & 6752 JT,0.0035964444057023726
3865 JT & 6753 JT,0.0020434438622929873
3865 JT & 6758 JT,0.020110814233218907
3865 JT & 6762 JT,0.004096897207024426
3865 JT & 6767 JT,0.0028770212811290597
3865 JT & 6770 JT,0.00491659404810721
3865 JT & 6773 JT,0.015738983553401302
3865 JT & 6841 JT,0.008966707014667626
3865 JT & 6857 JT,0.039878128735228044
3865 JT & 6902 JT,0.010369060258181725
3865 JT & 6952 JT,0.0022738418872318956
3865 JT & 6954 JT,0.0052933142660453
3865 JT & 6971 JT,0.034084965772887006
3865 JT & 6976 JT,0.03515446986691104
3865 JT & 7003 JT,0.011839941165341298
3865 JT & 7004 JT,0.006506196331767614
3865 JT & 7011 JT,0.022226812319847147
3865 JT & 7012 JT,0.004729938841345756
3865 JT & 7013 JT,0.011528671304842489
3865 JT & 7201 JT,0.04397589904842103
3865 JT & 7202 JT,0.03920750743228921
3865 JT & 7203 JT,0.016635616112201164
3865 JT & 7205 JT,0.02512011387013485
3865 JT & 7211 JT,0.010991372727613085
3865 JT & 7261 JT,0.009071742611431188
3865 JT & 7267 JT,0.047617210654719994
3865 JT & 7269 JT,0.008669312127515207
3865 JT & 7270 JT,0.00662553634288896
3865 JT & 7731 JT,0.015987654031609545
3865 JT & 7733 JT,0.0023121397033611314
3865 JT & 7735 JT,0.005318878454440281
3865 JT & 7751 JT,0.013372043060052439
3865 JT & 7752 JT,0.012519222218040315
3865 JT & 7762 JT,0.0017214428991393334
3865 JT & 7911 JT,0.020289570192468253
3865 JT & 7912 JT,0.014930395177942776
3865 JT & 7951 JT,0.001312752199923932
3865 JT & 8001 JT,0.02398559232552871
3865 JT & 8002 JT,0.04996909845725932
3865 JT & 8015 JT,0.03288941934249732
3865 JT & 8031 JT,0.018171295673229088
3865 JT & 8035 JT,0.0003869483564023978
3865 JT & 8058 JT,0.010893557920471985
3865 JT & 8233 JT,0.03612037207652758
3865 JT & 8252 JT,0.03246338805063163
3865 JT & 8253 JT,0.024536974356471612
3865 JT & 8267 JT,0.028577039574564575
3865 JT & 8303 JT,0.03104151644022083
3865 JT & 8304 JT,0.012813094340057085
3865 JT & 8306 JT,0.03696510357721838
3865 JT & 8308 JT,0.0057248935681208
3865 JT & 8309 JT,0.04021108327383681
3865 JT & 8316 JT,0.04099431853622784
3865 JT & 8331 JT,0.0307321525325948
3865 JT & 8332 JT,0.015023807022868091
3865 JT & 8354 JT,0.011373561242514858
3865 JT & 8355 JT,0.043722420770817845
3865 JT & 8411 JT,0.036372212520743984
3865 JT & 8601 JT,0.024287226041008976
3865 JT & 8604 JT,0.04197387170197697
3865 JT & 8628 JT,0.026786038374922355
3865 JT & 8630 JT,0.0058424582138976115
3865 JT & 8725 JT,0.02795662537271439
3865 JT & 8729 JT,0.027786763906632234
3865 JT & 8750 JT,0.009796384569955132
3865 JT & 8766 JT,0.010338863451535788
3865 JT & 8795 JT,0.031993662947484125
3865 JT & 8801 JT,0.032542413720595194
3865 JT & 8802 JT,0.034052511865438694
3865 JT & 8803 JT,0.039857928768078185
3865 JT & 8804 JT,0.031053618008747164
3865 JT & 8830 JT,0.03978826114110651
3865 JT & 9001 JT,0.04542861919919583
3865 JT & 9005 JT,0.03451486569354184
3865 JT & 9007 JT,0.04044834390294752
3865 JT & 9008 JT,0.019958365891614923
3865 JT & 9009 JT,0.00436894262630768
3865 JT & 9020 JT,0.007447058256453614
3865 JT & 9021 JT,0.010062911318059333
3865 JT & 9022 JT,0.009384426128707732
3865 JT & 9062 JT,0.004214752229203882
3865 JT & 9064 JT,0.01332640146308416
3865 JT & 9101 JT,0.007194885720991435
3865 JT & 9104 JT,0.040779110696704535
3865 JT & 9107 JT,0.0032764289636828905
3865 JT & 9202 JT,0.004207812252222179
3865 JT & 9301 JT,0.0265600392548487
3865 JT & 9412 JT,0.006928062464970246
3865 JT & 9432 JT,0.014447523782886764
3865 JT & 9433 JT,0.00532597262376419
3865 JT & 9437 JT,0.008060668114178665
3865 JT & 9501 JT,0.03237262255937328
3865 JT & 9502 JT,0.039723319887120266
3865 JT & 9503 JT,0.025236931071268093
3865 JT & 9531 JT,0.014430493197192694
3865 JT & 9532 JT,0.024988404955871946
3865 JT & 9602 JT,0.004306295022037937
3865 JT & 9613 JT,0.00209694791862053
3865 JT & 9681 JT,0.02035675096795256
3865 JT & 9735 JT,0.00859610934415509
3865 JT & 9983 JT,0.0033117565752762215
3865 JT & 9984 JT,0.016740156815647916
3893 JT & 4324 JT,0.02419804868326258
3893 JT & 5002 JT,0.048441689234936455
3893 JT & 5901 JT,0.01033860776429529
3893 JT & 8729 JT,0.036763524979136104
4004 JT & 4021 JT,0.03644031783434854
4004 JT & 4063 JT,0.013022989627320137
4004 JT & 4151 JT,0.014232386821139325
4004 JT & 4188 JT,0.037975904061294974
4004 JT & 4272 JT,0.01062440760472645
4004 JT & 4324 JT,0.008569172837382285
4004 JT & 4452 JT,0.03687941327598567
4004 JT & 4502 JT,0.006668150828347889
4004 JT & 4503 JT,0.004189388088058706
4004 JT & 4506 JT,0.020516559624305482
4004 JT & 4507 JT,0.006009204662450463
4004 JT & 4519 JT,0.007847175862110698
4004 JT & 4523 JT,0.021541335270060163
4004 JT & 4543 JT,0.013101832751567984
4004 JT & 4689 JT,0.021576850243848086
4004 JT & 4704 JT,0.04414797833533415
4004 JT & 4901 JT,0.005007713564868806
4004 JT & 4902 JT,0.0244956291253802
4004 JT & 4911 JT,0.02049578150284415
4004 JT & 5020 JT,0.019299605762345948
4004 JT & 5101 JT,0.010261113104470945
4004 JT & 5108 JT,0.04693526003521127
4004 JT & 5333 JT,0.01909919960139308
4004 JT & 5706 JT,0.049647330394999474
4004 JT & 5707 JT,0.012193980653859994
4004 JT & 5711 JT,0.023422949103700467
4004 JT & 5713 JT,0.04775714226059539
4004 JT & 5802 JT,0.01628793630528139
4004 JT & 5803 JT,0.014599032754615727
4004 JT & 6103 JT,0.04914094771837351
4004 JT & 6113 JT,0.043560806270197996
4004 JT & 6302 JT,0.038963450874540326
4004 JT & 6305 JT,0.018001638824538636
4004 JT & 6326 JT,0.013629439344396066
4004 JT & 6367 JT,0.03771970960814089
4004 JT & 6471 JT,0.044012643713527505
4004 JT & 6473 JT,0.04627209885140934
4004 JT & 6479 JT,0.006830252204477468
4004 JT & 6501 JT,0.021737037887120707
4004 JT & 6502 JT,0.00626389374859915
4004 JT & 6503 JT,0.035926468624737896
4004 JT & 6504 JT,0.04759286194160272
4004 JT & 6506 JT,0.03313492622388994
4004 JT & 6701 JT,0.03688119336698251
4004 JT & 6702 JT,0.023936403669297765
4004 JT & 6703 JT,0.043888032262634755
4004 JT & 6752 JT,0.03190459555565632
4004 JT & 6762 JT,0.02363102012997637
4004 JT & 6767 JT,0.016578320358953118
4004 JT & 6770 JT,0.023564234110208238
4004 JT & 6773 JT,0.03083139057485481
4004 JT & 6902 JT,0.04107622802343025
4004 JT & 6952 JT,0.007145319929461095
4004 JT & 6954 JT,0.03223250449050131
4004 JT & 6976 JT,0.030343412721794312
4004 JT & 6988 JT,0.029393520693699084
4004 JT & 7011 JT,0.008893168859682707
4004 JT & 7012 JT,0.042687351829775
4004 JT & 7013 JT,0.039498285287499865
4004 JT & 7202 JT,0.045544184920878576
4004 JT & 7261 JT,0.041393902008070485
4004 JT & 7269 JT,0.025851219493283725
4004 JT & 7270 JT,0.03967217686799338
4004 JT & 7733 JT,0.03154502971480453
4004 JT & 7735 JT,0.002443218101206178
4004 JT & 7751 JT,0.014741356432631785
4004 JT & 7752 JT,0.037196726896169104
4004 JT & 7762 JT,0.03830812192510611
4004 JT & 7912 JT,0.019827896185238492
4004 JT & 8001 JT,0.025979520392501874
4004 JT & 8035 JT,0.009302903390127125
4004 JT & 8233 JT,0.01814463406645155
4004 JT & 8252 JT,0.008670361007724281
4004 JT & 8270 JT,0.02140225919425819
4004 JT & 8303 JT,0.020688087940057522
4004 JT & 8304 JT,0.007808082512398455
4004 JT & 8306 JT,0.010367917602009865
4004 JT & 8308 JT,0.007512984090515702
4004 JT & 8309 JT,0.016473689283580836
4004 JT & 8331 JT,0.028502870545490663
4004 JT & 8332 JT,0.03359140342309713
4004 JT & 8354 JT,0.026181144400212172
4004 JT & 8601 JT,0.04117686856617114
4004 JT & 8628 JT,0.003803516394030037
4004 JT & 8630 JT,0.04742608934778136
4004 JT & 8750 JT,0.02079572710365441
4004 JT & 8766 JT,0.0467882215517504
4004 JT & 8801 JT,0.03127119952359527
4004 JT & 8802 JT,0.04381663652853614
4004 JT & 8803 JT,0.02725849026692388
4004 JT & 8804 JT,0.033330618178563295
4004 JT & 9001 JT,0.04268073705025488
4004 JT & 9005 JT,0.019812993633809752
4004 JT & 9007 JT,0.01876926257164382
4004 JT & 9008 JT,0.01131933507254091
4004 JT & 9009 JT,0.01067115637339694
4004 JT & 9020 JT,0.013211368512594022
4004 JT & 9021 JT,0.00521996522277425
4004 JT & 9022 JT,0.010949847563050636
4004 JT & 9062 JT,0.015372999757545618
4004 JT & 9064 JT,0.015354827005351233
4004 JT & 9107 JT,0.041958411940908116
4004 JT & 9202 JT,0.033872560320253084
4004 JT & 9301 JT,0.00197650836194379
4004 JT & 9412 JT,0.009633889113268387
4004 JT & 9432 JT,0.014308496581299684
4004 JT & 9433 JT,0.031912796012821244
4004 JT & 9437 JT,0.03927933880858264
4004 JT & 9531 JT,0.04029140534465376
4004 JT & 9532 JT,0.027726209181005736
4004 JT & 9602 JT,0.024910727456346583
4004 JT & 9613 JT,0.020496909812130888
4004 JT & 9735 JT,0.01662126268419848
4004 JT & 9983 JT,0.0030746853892641415
4004 JT & 9984 JT,0.01928564514526912
4005 JT & 4324 JT,0.014111957098613178
4005 JT & 6902 JT,0.00657205347966061
4005 JT & 6954 JT,0.027131373490928184
4005 JT & 7012 JT,0.011002827942479242
4005 JT & 7261 JT,0.03670309478370938
4005 JT & 7762 JT,0.0003878941731463088
4005 JT & 8630 JT,0.011051679834920714
4005 JT & 9101 JT,0.006083596780310708
4005 JT & 9433 JT,0.045144244914910994
4021 JT & 4183 JT,0.011586791807399703
4021 JT & 4902 JT,0.028030840295291685
4021 JT & 6302 JT,0.0118880739642354
4021 JT & 6762 JT,0.0339962073214445
4021 JT & 6770 JT,0.035968264171634144
4021 JT & 6954 JT,0.003437251580534709
4021 JT & 6988 JT,0.023473364451551237
4021 JT & 7733 JT,0.0396937749521838
4021 JT & 9202 JT,0.029242950976658157
4021 JT & 9412 JT,0.0007217825391741463
4041 JT & 8729 JT,0.01339607305392011
4042 JT & 4324 JT,0.015387887580330325
4042 JT & 6954 JT,0.0270365223583658
4042 JT & 8630 JT,0.024373393311649796
4061 JT & 4272 JT,0.04334445362029919
4061 JT & 7735 JT,0.0407796543005744
4061 JT & 9101 JT,0.04300958401946384
4063 JT & 6988 JT,0.04239883373405889
4063 JT & 7751 JT,0.02303232736327641
4151 JT & 8015 JT,0.01566636931222736
4183 JT & 4503 JT,0.028600741435857183
4183 JT & 4901 JT,0.04321123143117154
4183 JT & 4902 JT,0.04331043939984962
4183 JT & 6302 JT,0.009186951545470159
4183 JT & 6479 JT,0.019684776854822086
4183 JT & 6762 JT,0.034344310393992786
4183 JT & 6770 JT,0.009563801087861033
4183 JT & 7013 JT,0.008298109927350078
4183 JT & 7270 JT,0.0075819449117709254
4183 JT & 7733 JT,0.004496350970438285
4183 JT & 8304 JT,0.017336849700235347
4183 JT & 9022 JT,0.014036560209243093
4183 JT & 9202 JT,0.01174929449757161
4183 JT & 9412 JT,0.0026404216393023077
4183 JT & 9433 JT,0.03993403077257968
4183 JT & 9437 JT,0.020323665778157366
4183 JT & 9735 JT,0.03156476411491994
4188 JT & 4507 JT,0.015482258762411256
4188 JT & 6302 JT,0.03340633539888144
4188 JT & 7735 JT,0.0020088762032448647
4188 JT & 9021 JT,0.022426699620674402
4208 JT & 4452 JT,0.03946778973715495
4208 JT & 4519 JT,0.03706325037031039
4208 JT & 4523 JT,0.022294166096481077
4208 JT & 4689 JT,0.02552864906113929
4208 JT & 5707 JT,0.04137590923379606
4208 JT & 5713 JT,0.03346234456925887
4208 JT & 5901 JT,0.016997415845085642
4208 JT & 6301 JT,0.032714808093631295
4208 JT & 6701 JT,0.021376677410694697
4208 JT & 6702 JT,0.04844352367301388
4208 JT & 6773 JT,0.04619635828128192
4208 JT & 7267 JT,0.0019626776325135774
4208 JT & 7269 JT,0.04139427347558471
4208 JT & 8031 JT,0.022816028906122353
4208 JT & 8253 JT,0.0054632623794953344
4208 JT & 8267 JT,0.028612912549243315
4208 JT & 8304 JT,0.03637550487374003
4208 JT & 8309 JT,0.04790327692786276
4208 JT & 8316 JT,0.026344109103693596
4208 JT & 8411 JT,0.04962285589197321
4208 JT & 8802 JT,0.02509760634334993
4208 JT & 8830 JT,0.04839602966993676
4208 JT & 9001 JT,0.03924671814452649
4208 JT & 9008 JT,0.023208437263218567
4208 JT & 9104 JT,0.02837136167769351
4208 JT & 9202 JT,0.04549940465029035
4208 JT & 9531 JT,0.035041402697763464
4208 JT & 9681 JT,0.01795596625835507
4272 JT & 5108 JT,0.047914153959873806
4272 JT & 5406 JT,0.006630939110887307
4272 JT & 6326 JT,0.017677416755587653
4272 JT & 6767 JT,0.008997010401971966
4272 JT & 7012 JT,0.03368146637131809
4272 JT & 7735 JT,0.03321264632541548
4272 JT & 8306 JT,0.027207069357924978
4272 JT & 8766 JT,0.04251011253345891
4272 JT & 9020 JT,0.006048574735071574
4272 JT & 9983 JT,0.018562673278468153
4324 JT & 6367 JT,0.0063938692127719216
4324 JT & 6473 JT,0.043291375212644236
4324 JT & 6752 JT,0.029728884654620015
4324 JT & 6954 JT,0.0005016843276742483
4324 JT & 7762 JT,0.019421703496447985
4324 JT & 7951 JT,0.018934818351536722
4324 JT & 8630 JT,0.009745056657446185
4324 JT & 9433 JT,0.012370992957692374
4452 JT & 6479 JT,0.035759779953317736
4452 JT & 6952 JT,0.0293743489835773
4452 JT & 6954 JT,0.0482693733155512
4452 JT & 7269 JT,0.005258528758113636
4452 JT & 8304 JT,0.006077802071697352
4452 JT & 9202 JT,0.023819791164242484
4502 JT & 4507 JT,0.01818101305954071
4502 JT & 4523 JT,0.014081232917332034
4502 JT & 6762 JT,0.04449861077058556
4502 JT & 6954 JT,0.033783078725620176
4502 JT & 7735 JT,0.029006599894379516
4502 JT & 7751 JT,0.003933225823994441
4502 JT & 9062 JT,0.0256030015228996
4502 JT & 9107 JT,0.03252434488882852
4502 JT & 9301 JT,0.030085895026933446
4503 JT & 6302 JT,0.0218881165530399
4503 JT & 6762 JT,0.009894772258948714
4503 JT & 6770 JT,0.01968592381024232
4503 JT & 6954 JT,0.024463116655612308
4503 JT & 6988 JT,0.003648366684664489
4503 JT & 7269 JT,0.01074856359279039
4503 JT & 8815 JT,0.02647153689106717
4503 JT & 9412 JT,0.044774107436471214
4506 JT & 5801 JT,0.03535760904287221
4507 JT & 6988 JT,0.048488731237168764
4507 JT & 7735 JT,0.04381943389126099
4507 JT & 8815 JT,0.010628600108479014
4519 JT & 5631 JT,0.02915465997711468
4519 JT & 5713 JT,0.032484918654759685
4519 JT & 6701 JT,0.04682351255156618
4519 JT & 6952 JT,0.01126157076071769
4519 JT & 7269 JT,0.002411684524691233
4519 JT & 8031 JT,0.021054172329550595
4519 JT & 8035 JT,0.03969612231173026
4523 JT & 7751 JT,0.003961061090294286
4543 JT & 6302 JT,0.030750787878046484
4543 JT & 6326 JT,0.017176804840994396
4543 JT & 6971 JT,0.03027118185723537
4543 JT & 7735 JT,0.00029874872378060126
4543 JT & 9502 JT,0.02961883968623732
4568 JT & 4911 JT,0.006334595363069767
4568 JT & 5020 JT,0.02370912003561974
4568 JT & 5201 JT,0.021483694031194035
4568 JT & 5202 JT,0.006182456147425028
4568 JT & 5214 JT,0.003718540051021208
4568 JT & 5232 JT,0.020412405070502473
4568 JT & 5233 JT,0.031238824361353553
4568 JT & 5301 JT,0.018153789243972714
4568 JT & 5333 JT,0.03567612438300577
4568 JT & 5413 JT,0.011652596167133954
4568 JT & 5541 JT,0.021293185083038454
4568 JT & 5631 JT,0.020637681653571202
4568 JT & 5706 JT,0.013858608946058198
4568 JT & 5707 JT,0.009595111398926414
4568 JT & 5711 JT,0.03791800671124744
4568 JT & 5713 JT,0.047488512324388873
4568 JT & 5714 JT,0.04156133601805268
4568 JT & 5801 JT,0.03253179903213343
4568 JT & 5802 JT,0.047593224322652415
4568 JT & 5803 JT,0.0424017224938732
4568 JT & 5901 JT,0.04683299241319392
4568 JT & 6301 JT,0.029131954537994015
4568 JT & 6302 JT,0.037928882232326995
4568 JT & 6361 JT,0.04075427152363155
4568 JT & 6366 JT,0.017252076509553686
4568 JT & 6479 JT,0.040857281760986276
4568 JT & 6508 JT,0.0333080556246916
4568 JT & 6674 JT,0.008326213937004875
4568 JT & 6701 JT,0.04803328937319659
4568 JT & 6702 JT,0.028658586232197872
4568 JT & 6753 JT,0.01893373672468353
4568 JT & 6770 JT,0.04713531769585456
4568 JT & 6773 JT,0.016428498770955438
4568 JT & 6857 JT,0.020286834953317255
4568 JT & 6952 JT,0.03957084313205808
4568 JT & 6954 JT,0.022399737592924764
4568 JT & 7004 JT,0.020736781175183412
4568 JT & 7211 JT,0.029405066791888985
4568 JT & 7269 JT,0.04055200773551354
4568 JT & 7731 JT,0.02679758981655915
4568 JT & 7735 JT,0.026592193911759696
4568 JT & 7751 JT,0.03372752224898177
4568 JT & 8002 JT,0.012874779917845823
4568 JT & 8031 JT,0.03339736586729843
4568 JT & 8053 JT,0.025345886767826956
4568 JT & 8253 JT,0.024539971756266377
4568 JT & 8270 JT,0.03623539541156014
4568 JT & 8304 JT,0.045149806384918556
4568 JT & 8309 JT,0.03639307438889715
4568 JT & 8355 JT,0.04890246760685414
4568 JT & 8628 JT,0.021669992617415118
4568 JT & 8729 JT,0.015450128579176764
4568 JT & 8801 JT,0.005460514032378419
4568 JT & 8802 JT,0.028479515159791673
4568 JT & 8804 JT,0.023202303403889984
4568 JT & 8830 JT,0.0178632817615988
4568 JT & 9007 JT,0.04283505191448141
4568 JT & 9501 JT,0.04446215966990345
4568 JT & 9502 JT,0.034407604576603676
4568 JT & 9503 JT,0.02728663160136007
4568 JT & 9766 JT,0.020514778914130283
4568 JT & 9984 JT,0.042151262363656274
4689 JT & 5801 JT,0.008740626308690812
4689 JT & 6301 JT,0.04354873912067233
4689 JT & 6366 JT,0.009803041810294564
4689 JT & 9008 JT,0.03899754657514071
4689 JT & 9104 JT,0.04312089841841494
4704 JT & 5233 JT,0.0010277482725457054
4704 JT & 5401 JT,0.049219120055317665
4704 JT & 5413 JT,0.02129885429185039
4704 JT & 5714 JT,0.00582749751962874
4704 JT & 5715 JT,0.0008026484940990976
4704 JT & 7731 JT,0.026051904344454604
4704 JT & 8002 JT,0.015247648984296426
4704 JT & 8729 JT,0.005388089665835528
4704 JT & 9984 JT,0.03781352229559762
4901 JT & 4902 JT,0.006205482965526287
4901 JT & 6302 JT,0.04341374850339521
4901 JT & 6770 JT,0.025081849958068034
4901 JT & 6954 JT,0.00024651981472005976
4901 JT & 6988 JT,0.034253386212521574
4902 JT & 6770 JT,0.020932417821150007
4902 JT & 6954 JT,0.0006009614672470252
4911 JT & 5803 JT,0.04288756769471296
4911 JT & 6504 JT,0.019299433034236407
4911 JT & 6508 JT,0.04833458437008229
4911 JT & 6674 JT,0.011363156828617963
4911 JT & 7731 JT,0.042253798473277114
5002 JT & 5214 JT,0.026241128036041433
5002 JT & 7731 JT,0.044985645890923104
5002 JT & 7911 JT,0.04373972415387688
5020 JT & 5101 JT,0.04162457474275858
5020 JT & 5411 JT,0.03608874541898568
5020 JT & 6301 JT,0.015656729522039933
5020 JT & 6302 JT,0.023376963309053273
5020 JT & 6305 JT,0.007333087012073625
5020 JT & 6326 JT,0.02683026554640122
5020 JT & 6758 JT,0.005081830258295001
5020 JT & 6762 JT,0.032499043893244976
5020 JT & 6857 JT,0.02070975605043477
5020 JT & 6971 JT,0.04406471970786295
5020 JT & 6976 JT,0.028080606226203567
5020 JT & 7012 JT,0.03848317666294531
5020 JT & 7201 JT,0.038539229502996854
5020 JT & 7202 JT,0.04088894302061642
5020 JT & 7203 JT,0.020425125857039775
5020 JT & 7270 JT,0.02826854224300427
5020 JT & 7735 JT,0.0015796872639263324
5020 JT & 7751 JT,0.03765487364149938
5020 JT & 8354 JT,0.042696756766157945
5020 JT & 8766 JT,0.031002473492836646
5020 JT & 9009 JT,0.010781790133177864
5020 JT & 9021 JT,0.025958828197867184
5020 JT & 9022 JT,0.04975057127711348
5020 JT & 9062 JT,0.04561280803155453
5020 JT & 9064 JT,0.040539045060569705
5020 JT & 9107 JT,0.01764516708131431
5020 JT & 9202 JT,0.04370234047601185
5020 JT & 9502 JT,0.01973065049677327
5020 JT & 9503 JT,0.037687041850312256
5020 JT & 9983 JT,0.028827804709372126
5101 JT & 6103 JT,0.029810532617579315
5101 JT & 6305 JT,0.028266876065979957
5101 JT & 6472 JT,0.02301258748655123
5101 JT & 7211 JT,0.020764960150442574
5101 JT & 7735 JT,0.04424570945836761
5101 JT & 8252 JT,0.028348193768681654
5101 JT & 8803 JT,0.0409165656831492
5108 JT & 6954 JT,0.04264644287952041
5202 JT & 6857 JT,0.01688270923664613
5202 JT & 6988 JT,0.020476858931795603
5214 JT & 5333 JT,0.04497263359376136
5214 JT & 5413 JT,0.044974020103155904
5214 JT & 5703 JT,0.029730406587776467
5214 JT & 5714 JT,0.02699440606877136
5214 JT & 5803 JT,0.04601700775803838
5214 JT & 6113 JT,0.014929275186389951
5214 JT & 6367 JT,0.020190836888399122
5214 JT & 6471 JT,0.02361314858515385
5214 JT & 6472 JT,0.04491413529616133
5214 JT & 6473 JT,0.03988089323184984
5214 JT & 6503 JT,0.024968774775579152
5214 JT & 6504 JT,0.014348521096495996
5214 JT & 6674 JT,0.04590581148889813
5214 JT & 6703 JT,0.04484081827876511
5214 JT & 6752 JT,0.042404265767034446
5214 JT & 6952 JT,0.04705047607125267
5214 JT & 7011 JT,0.04259565314598032
5214 JT & 7261 JT,0.025188510630009417
5214 JT & 7270 JT,0.04645589629402648
5214 JT & 7733 JT,0.019768986146172705
5214 JT & 7911 JT,0.023836045456840045
5214 JT & 7912 JT,0.02616229678536515
5214 JT & 7951 JT,0.02589794370778246
5214 JT & 8001 JT,0.025588294506905924
5214 JT & 8015 JT,0.0016237905268592847
5214 JT & 8304 JT,0.04801839085414984
5214 JT & 8332 JT,0.04525222864391335
5214 JT & 8630 JT,0.026316053619853227
5214 JT & 8766 JT,0.03292456572221685
5214 JT & 8801 JT,0.03989529144837152
5214 JT & 9020 JT,0.04540500490250882
5214 JT & 9022 JT,0.018388025052948044
5214 JT & 9064 JT,0.007743633405009633
5214 JT & 9412 JT,0.034899474215124605
5214 JT & 9432 JT,0.019260444219311296
5214 JT & 9433 JT,0.032373873381753855
5214 JT & 9437 JT,0.014561027907560377
5214 JT & 9531 JT,0.02099900488742364
5214 JT & 9532 JT,0.0174126832189682
5214 JT & 9602 JT,0.03272308502651321
5214 JT & 9735 JT,0.013277874011089992
5232 JT & 5332 JT,0.042615161896692996
5232 JT & 6988 JT,0.04795174583813811
5232 JT & 9984 JT,0.033218889228018564
5233 JT & 5714 JT,0.03865379680990829
5233 JT & 8729 JT,0.002668845366433287
5301 JT & 6753 JT,0.0450831111530512
5301 JT & 7211 JT,0.008124161875245933
5332 JT & 8729 JT,0.021267062984951474
5332 JT & 9984 JT,0.0328539148357405
5333 JT & 6954 JT,0.008354037369556335
5333 JT & 8031 JT,0.02088255406134875
5333 JT & 9432 JT,0.01669622048911507
5401 JT & 5413 JT,0.003897877294647521
5401 JT & 5541 JT,0.04745548605779448
5401 JT & 8729 JT,0.010562947061750188
5401 JT & 9984 JT,0.03624295701778376
5411 JT & 5541 JT,0.00664142098871822
5411 JT & 5711 JT,0.02066172611368707
5411 JT & 6762 JT,0.04604370066768154
5411 JT & 6971 JT,0.011265820428346616
5411 JT & 7203 JT,0.04240844410675262
5411 JT & 7735 JT,0.0019408388391740168
5411 JT & 8270 JT,0.037178315008272296
5411 JT & 9009 JT,0.04672338770515012
5411 JT & 9502 JT,0.012051370883406538
5411 JT & 9503 JT,0.028174717587901306
5413 JT & 7911 JT,0.03681204139866237
5413 JT & 8729 JT,0.04919404938847592
5541 JT & 6472 JT,0.04914941958849485
5541 JT & 7012 JT,0.03915760110436864
5541 JT & 9101 JT,0.047003676358005654
5631 JT & 5713 JT,0.004173887781168966
5631 JT & 6479 JT,0.03920560214388524
5631 JT & 6701 JT,0.011889189616006005
5631 JT & 6702 JT,0.01687665109072845
5631 JT & 6952 JT,0.03945422832600768
5631 JT & 7269 JT,0.015875876817159202
5631 JT & 8031 JT,0.003138115582214688
5631 JT & 8035 JT,0.029651213482901225
5631 JT & 8058 JT,0.03964861452093224
5703 JT & 6113 JT,0.009338682052422081
5703 JT & 6471 JT,0.02025122908852845
5703 JT & 6503 JT,0.04014250227564583
5703 JT & 6954 JT,0.015118829275081786
5703 JT & 7731 JT,0.022887166931119984
5703 JT & 7733 JT,0.03551138745277312
5703 JT & 8058 JT,0.034864142241998596
5703 JT & 9412 JT,0.04611999119813605
5703 JT & 9432 JT,0.029463334964327296
5703 JT & 9437 JT,0.01591121250833216
5703 JT & 9735 JT,0.0034508845608165915
5706 JT & 7731 JT,0.04868431091328454
5713 JT & 6479 JT,0.012527359903946796
5713 JT & 6952 JT,0.04108843619265851
5713 JT & 8035 JT,0.018101187567822984
5714 JT & 5715 JT,0.0016496615884538217
5714 JT & 6472 JT,0.048352820525729756
5714 JT & 6954 JT,0.045134408401734126
5714 JT & 8729 JT,0.010370813976265806
5714 JT & 9984 JT,0.0414172275756064
5715 JT & 8729 JT,0.0070536380229912505
5802 JT & 9984 JT,0.005370564314516327
5803 JT & 6504 JT,0.008992971634666063
5901 JT & 9104 JT,0.012175481480757233
6103 JT & 8815 JT,0.01281266635104482
6113 JT & 6367 JT,0.04920555320434051
6113 JT & 6471 JT,0.04483491399747627
6113 JT & 6954 JT,0.023422196129670222
6113 JT & 9437 JT,0.015457631879471368
6113 JT & 9735 JT,0.008823289623315987
